Sector,index,open,high,low,close,adjclose,volume,90 Day Moving Average,CAGR,CAGR_Volume
Basic Materials,2017-04-01,403.1637887954712,426.18719959259033,376.77968978881836,400.195454120636,351.85785818099976,1255776552.0,378.7053423629867,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-05-01,401.34408950805664,414.5382614135742,354.66098260879517,376.57325506210327,331.1075749397278,1246688180.0,378.96951998737126,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-06-01,376.19689750671387,401.1970443725586,361.5239415168762,382.1129593849182,336.85003328323364,1182422619.0,379.46960291465126,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-07-01,382.6681022644043,413.9238576889038,368.09666204452515,400.41689348220825,352.99577140808105,1050007970.0,380.2269518627061,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-08-01,399.98424243927,417.303635597229,369.0206050872803,396.8932614326477,349.78839111328125,1079281104.0,380.93176954189937,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-09-01,399.02591133117676,435.9819736480713,385.25462102890015,421.60431385040283,373.56291341781616,947763414.0,381.9087207648489,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-10-01,421.6641683578491,450.7808299064636,402.94037771224976,429.2754559516907,380.2610664367676,1016457193.0,382.8091425087717,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-11-01,433.3103094100952,457.8628816604614,405.3715925216675,442.9479629993439,393.2717707157135,890525009.0,383.6488836619589,-0.002616530773047465,-0.009486804094460677
Basic Materials,2017-12-01,443.6766700744629,465.8304591178894,417.5080268383026,453.7549283504486,402.8424744606018,1010364788.0,384.5472461660703,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-01-01,456.9521150588989,497.3901538848877,444.14295506477356,464.0140097141266,410.92860412597656,1230743118.0,385.803630830182,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-02-01,462.53992462158203,478.0221152305603,396.16643953323364,427.79992508888245,377.1340341567993,1188248222.0,387.37169712781906,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-03-01,427.7097668647766,456.0375738143921,406.1363582611084,427.96909046173096,378.8243741989136,1083968048.0,388.6267540282673,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-04-01,428.4498493671417,457.8284800052643,392.7212088108063,406.13575887680054,358.2849495410919,1049951458.0,389.48039658202066,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-05-01,404.17514967918396,440.5343918800354,377.7034842967987,405.2303807735443,357.3243148326874,957819675.0,390.2882311887211,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-06-01,408.9690909385681,434.820983171463,383.3233325481415,399.62318229675293,353.5778183937073,918389906.0,390.54513105948763,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-07-01,396.06272864341736,429.41136407852173,376.3110604286194,403.690687417984,358.0600333213806,1134452688.0,390.98765735493765,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-08-01,402.0045473575592,432.52984619140625,365.82690048217773,396.86802411079407,353.8523738384247,1069175592.0,391.55811080005435,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-09-01,394.1115119457245,423.8979797363281,366.2738654613495,380.92356395721436,340.41766381263733,1048919201.0,391.93501038683786,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-10-01,382.1303050518036,392.2518937587738,299.5199980735779,323.5745439529419,287.46525406837463,1431272860.0,391.4118680490388,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-11-01,326.6144711971283,358.41265511512756,290.3432593345642,316.35552620887756,282.6573586463928,1047211680.0,390.5873576309946,-0.002616530773047465,-0.009486804094460677
Basic Materials,2018-12-01,322.83492255210876,330.00152015686035,260.59871077537537,281.44969868659973,251.69481253623962,1086348519.0,389.39976983732646,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-01-01,276.3935616016388,341.9634883403778,268.429239988327,335.77477526664734,301.8063163757324,1357489554.0,388.8561363842752,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-02-01,335.8212859630585,377.6218159198761,316.26901602745056,346.5351514816284,310.975554227829,1190033935.0,388.43580795261596,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-03-01,347.3912878036499,363.6143958568573,310.1315140724182,333.1862885951996,297.7111339569092,1272125517.0,387.6168020155695,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-04-01,336.06356263160706,363.1566662788391,315.96863985061646,334.3526465892792,300.70626878738403,1374697311.0,386.9393928541078,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-05-01,334.0181829929352,346.6826479434967,285.19765067100525,295.44083189964294,265.7975203990936,1284651455.0,385.72311395406723,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-06-01,296.2003036737442,341.8443206548691,293.59272944927216,334.46272444725037,302.881888628006,1320294111.0,384.82741345432066,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-07-01,336.1172761917114,355.68159556388855,311.7512096166611,333.3164392709732,302.5191445350647,1270821049.0,383.7092911534839,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-08-01,330.37795209884644,349.7908320426941,284.61204516887665,310.92151737213135,282.2577233314514,1436997280.0,382.4513586441676,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-09-01,307.7583281993866,349.6653070449829,294.81197118759155,331.83727049827576,302.7801342010498,1374415812.0,381.00957770877415,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-10-01,333.0390131473541,359.2168138027191,299.3373456001282,345.10863757133484,314.16555738449097,1594851830.0,379.8787967337502,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-11-01,347.5022006034851,388.93560433387756,334.3394720554352,368.72257447242737,336.56361269950867,1153427367.0,378.8266132937537,-0.002616530773047465,-0.009486804094460677
Basic Materials,2019-12-01,369.07954382896423,400.58864188194275,354.6962113380432,384.25795698165894,352.21570658683777,1326386910.0,378.48492555883195,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-01-01,387.2251536846161,411.031441450119,342.5516667366028,366.5506041049957,337.6900851726532,1418320591.0,377.9111753357781,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-02-01,368.32575821876526,406.0247004032135,313.97212266921997,330.4850058555603,303.912899017334,1420089372.0,376.9510671403673,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-03-01,333.4896228313446,362.1709814071655,190.27106338739395,260.90916550159454,238.66245234012604,2093859249.0,375.4971699198087,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-04-01,250.04106056690216,337.7093187570572,227.54363322257996,313.0137131214142,287.3973140716553,1620180428.0,374.37973019679384,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-05-01,305.6028790473938,373.81348299980164,278.16182041168213,341.18431639671326,315.3537096977234,1426189546.0,374.08014098935655,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-06-01,342.67326188087463,401.7560691833496,320.26374340057373,374.3278098106384,347.83948278427124,1586974627.0,373.6627412756284,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-07-01,374.83590722084045,430.2573490142822,352.1181831359863,411.8000705242157,383.88918805122375,1576740086.0,373.59147981935075,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-08-01,415.53727412223816,457.37735176086426,386.9212136268616,421.3315885066986,393.19064927101135,1202499277.0,374.05243471595975,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-09-01,422.60423493385315,448.51939821243286,372.0056164264679,411.55015110969543,385.30534529685974,1308290279.0,373.93753828340107,-0.002616530773047465,-0.009486804094460677
Basic Materials,2020-10-01,439.76689767837524,494.7011408805847,414.4738664627075,448.8599293231964,418.54797101020813,1133464496.0,398.732693737083,-0.002790966157917296,-0.010119257700758055
Basic Materials,2020-11-01,461.91802525520325,538.1029472351074,436.9340178966522,496.51605558395386,464.1532073020935,1197414942.0,434.77697362237507,-0.002965401542787127,-0.010751711307055434
Basic Materials,2020-12-01,505.9162940979004,570.716667175293,486.7603807449341,547.7233333587646,514.6645402908325,1257700200.0,435.26767498784596,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-01-01,558.3675765991211,628.5887141227722,525.0171203613281,555.7420401573181,523.5510439872742,1357428966.0,436.0346050010787,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-02-01,575.6186399459839,666.948000907898,532.525149345398,582.4470448493958,548.2896780967712,1657680352.0,437.19175868696635,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-03-01,594.242573261261,663.348340511322,540.7699980735779,604.1826548576355,569.8299326896667,1781070455.0,438.7040234631962,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-04-01,610.9258255958557,681.7138624191284,584.271894454956,632.1642370223999,598.132315158844,1357376256.0,440.68710798290044,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-05-01,640.7324976921082,718.9938592910767,595.7483401298523,646.8037934303284,611.6637768745422,1795658970.0,442.5568641993735,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-06-01,655.2275733947754,679.0587139129639,575.2346215248108,615.1787118911743,583.8093919754028,2035954509.0,443.82778146664305,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-07-01,620.3974981307983,637.6449961662292,551.1305232048035,601.0969657897949,570.6871552467346,1418056615.0,445.6208257608944,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-08-01,604.4463701248169,649.0806827545166,558.3366684913635,618.2434148788452,588.6294536590576,1335427705.0,447.41914949814475,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-09-01,619.3681011199951,642.2475028038025,555.1639366149902,578.8145437240601,553.128662109375,1417153605.0,448.9323052896394,-0.002965401542787127,-0.010751711307055434
Basic Materials,2021-10-01,613.3899998664856,684.1899995803833,573.7499856948853,631.5400056838989,605.458990573883,1502017500.0,485.249880762895,-0.003139836927656958,-0.011384164913352812
Basic Materials,2021-11-01,633.5850028991699,711.9349918365479,589.8399977684021,640.120005607605,615.4160413742065,1315753900.0,487.26216608550817,-0.003139836927656958,-0.011384164913352812
Basic Materials,2021-12-01,649.6399970054626,700.3399930000305,602.6400003433228,669.2599940299988,644.7325377464294,1355711100.0,489.40808982451756,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-01-01,670.5500011444092,713.9889922142029,553.0099909305573,590.7800047397614,567.2354204654694,1527567900.0,490.43395991987654,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-02-01,595.6800003051758,651.9300003051758,539.3600022792816,614.3199892044067,590.0246076583862,1406000400.0,491.547808833917,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-03-01,611.389999628067,669.995002746582,550.2099969387054,604.110002040863,580.4152932167053,2019234900.0,492.98561857673855,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-04-01,607.120005607605,657.0500044822693,524.3399951457977,566.0799961090088,545.4115538597107,1333718600.0,493.9045528795984,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-05-01,560.6699957847595,614.7899980545044,502.25000071525574,575.1200006008148,554.6256020069122,1459940200.0,495.03785368204115,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-06-01,577.5000042915344,603.910001039505,447.8400011062622,469.8100004196167,454.58357977867126,1459551400.0,495.04635789261926,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-07-01,467.1000018119812,521.2199926376343,425.87000012397766,494.60999941825867,480.55221581459045,1547596900.0,495.52129870918066,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-08-01,487.80000400543213,539.3229978084564,434.41500067710876,460.73000025749207,447.58770966529846,1244168400.0,495.47118018335766,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-09-01,454.76000142097473,488.4849979877472,396.28999948501587,412.9099979400635,402.47204089164734,1474781800.0,494.8963803490003,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-10-01,420.0699927806854,486.18000507354736,405.53999519348145,461.16000032424927,450.6851849555969,1352931400.0,494.6888226177957,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-11-01,465.33999705314636,527.0360007286072,408.13500332832336,507.329998254776,496.03954339027405,1295274100.0,495.180391728878,-0.003139836927656958,-0.011384164913352812
Basic Materials,2022-12-01,511.93999123573303,538.7500088214874,468.9200015068054,485.7500066757202,476.51677942276,1151633200.0,495.62330869436266,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-01-01,490.1899981498718,579.9949970245361,475.94000220298767,564.1399948596954,553.8448522090912,1092736200.0,497.2640572799577,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-02-01,561.085000038147,597.3590068817139,498.16999888420105,532.3200027942657,523.4248888492584,987867000.0,498.80103700028525,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-03-01,535.8799953460693,565.6600043773651,468.50000286102295,518.5399959087372,511.097772359848,1365717900.0,500.50688319603603,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-04-01,519.470005273819,558.5399971008301,480.6399962902069,517.5600061416626,511.3257865905762,1003126500.0,501.9098732696639,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-05-01,520.4100029468536,545.7640042304993,451.4500072002411,461.91999197006226,457.0170216560364,1149559600.0,502.66948850154876,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-06-01,463.21000480651855,542.6449949741364,455.61700105667114,522.0999979972839,519.2904767990112,1077463000.0,504.3690871927473,-0.003139836927656958,-0.011384164913352812
Basic Materials,2023-07-01,524.0099956989288,583.7649931907654,494.44000244140625,569.7799973487854,566.6521496772766,945241000.0,506.7908260848787,-0.003139836927656958,-0.011384164913352812
Consumer Discretionary,2014-01-01,28059.080899238586,29599.895738840103,23965.31059551239,25688.770419478416,22078.580207943916,11069069755.0,13781.773494807218,-0.04639981237537505,-0.16823265927510267
Consumer Discretionary,2014-02-01,25716.692040085793,29651.98678636551,24050.66010928154,28695.214866638184,24572.912758350372,9703124270.0,13972.983539887931,-0.04639981237537505,-0.16823265927510267
Consumer Discretionary,2014-03-01,28008.1349234581,31397.999995708466,25019.073991179466,26683.314396381378,22940.1173081398,9440229745.0,14308.138339831432,-0.04674868314511471,-0.16949756648769743
Consumer Discretionary,2014-04-01,27009.515429019928,29212.91954421997,22515.70779466629,23647.040781974792,20447.030200004578,10044770331.0,14553.633692319525,-0.047271989299724204,-0.17139492730658956
Consumer Discretionary,2014-05-01,23751.461738586426,26201.96938419342,22664.10766530037,24972.852825641632,21556.80783867836,8690673527.0,14726.519001305765,-0.047446424684594035,-0.17202738091288694
Consumer Discretionary,2014-06-01,24978.32601571083,27112.534871578217,23442.040521144867,25098.493949890137,21751.40700340271,8797399570.0,15004.70637947652,-0.047620860069463866,-0.17265983451918432
Consumer Discretionary,2014-07-01,25192.702248096466,25917.125673294067,20120.512759923935,20769.435970783234,18195.14313864708,9072981059.0,15136.667848338684,-0.04796973083920353,-0.17392474173177908
Consumer Discretionary,2014-08-01,20997.44194173813,22242.333434581757,18759.121643781662,20261.410725831985,17849.770040750504,7670912555.0,15352.535357899798,-0.04849303699381302,-0.1758221025506712
Consumer Discretionary,2014-09-01,20173.787575244904,20905.474934577942,17851.459584712982,18723.208153247833,16519.569221019745,8487889716.0,15423.680190844669,-0.04849303699381302,-0.1758221025506712
Consumer Discretionary,2014-10-01,18539.424123048782,20051.374359607697,16477.465523719788,19325.37069106102,17087.71968460083,11931925260.0,15517.321492129564,-0.04866747237868285,-0.1764545561569686
Consumer Discretionary,2014-11-01,19344.916245937347,20747.894461154938,18292.723794460297,19547.42033791542,17310.14679145813,7762557087.0,15696.428472977877,-0.049016343148422514,-0.17771946336956335
Consumer Discretionary,2014-12-01,19506.694537639618,20554.17831516266,18201.53494143486,19877.03942966461,17609.96265244484,9055472074.0,15774.262389933401,-0.049190778533292345,-0.17835191697586072
Consumer Discretionary,2015-01-01,19904.341342926025,20703.362379550934,17822.818526506424,18841.232709884644,16759.03645014763,9265379558.0,15861.051897431082,-0.049190778533292345,-0.17835191697586072
Consumer Discretionary,2015-02-01,18951.987816095352,20752.907140493393,18207.668434381485,19767.953203439713,17594.270877361298,8479860748.0,15941.838277062443,-0.049365213918162176,-0.1789843705821581
Consumer Discretionary,2015-03-01,19790.528297901154,20713.65195250511,18203.70054244995,19223.137630939484,17153.380303382874,9448779024.0,16019.283197204933,-0.04953964930303201,-0.17961682418845548
Consumer Discretionary,2015-04-01,19184.404540538788,20600.836950302124,18261.598737716675,19085.09840297699,17070.544047117233,8603139815.0,16084.67750566072,-0.04953964930303201,-0.17961682418845548
Consumer Discretionary,2015-05-01,19142.779371738434,20658.556161403656,18419.387011289597,19314.71139740944,17283.838927268982,8191503467.0,16150.623712890016,-0.04953964930303201,-0.17961682418845548
Consumer Discretionary,2015-06-01,19368.814850330353,20231.30626320839,18295.21311688423,18971.334939479828,17023.011451005936,8657637848.0,16214.833032908042,-0.04953964930303201,-0.17961682418845548
Consumer Discretionary,2015-07-01,19158.529757022858,20635.71775341034,18029.89417362213,19615.54683470726,17638.083473443985,9152552670.0,16335.96014498406,-0.04988852007277167,-0.18088173140105024
Consumer Discretionary,2015-08-01,19598.01985025406,20489.249160051346,16777.616320848465,18531.419231891632,16698.836385965347,10586908742.0,16453.36829662919,-0.0500629554576415,-0.18151418500734762
Consumer Discretionary,2015-09-01,18219.648387908936,19376.484700202942,16832.58409190178,17492.547437906265,15780.4123005867,9530970705.0,16585.148336958886,-0.05023739084251133,-0.182146638613645
Consumer Discretionary,2015-10-01,17647.85919237137,19548.088490724564,16727.92825269699,18378.1664853096,16609.312824964523,10363677637.0,16680.215718136893,-0.05058626161225099,-0.18341154582623975
Consumer Discretionary,2015-11-01,18356.56015253067,19260.527233600616,16517.137397766113,17650.275299310684,16002.666854858398,8950845555.0,16717.57657527394,-0.05058626161225099,-0.18341154582623975
Consumer Discretionary,2015-12-01,17712.270168066025,18333.8021569252,16045.045633554459,16838.17589187622,15256.778420448303,9524517064.0,16742.00080797672,-0.05058626161225099,-0.18341154582623975
Consumer Discretionary,2016-01-01,16606.941535949707,17087.946825027466,14027.325907230377,15540.587812185287,14112.258589744568,11901169179.0,16759.04303848876,-0.05058626161225099,-0.18341154582623975
Consumer Discretionary,2016-02-01,15452.075185060501,16609.643959999084,13880.17080783844,15827.539009809494,14392.177999258041,11227999857.0,16779.747457986407,-0.05058626161225099,-0.18341154582623975
Consumer Discretionary,2016-03-01,15962.474132537842,18084.20289993286,15358.28235244751,16885.13729572296,15381.160733699799,9680748533.0,16810.464713957575,-0.05058626161225099,-0.18341154582623975
Consumer Discretionary,2016-04-01,16809.94879770279,17930.68864965439,15844.419134736061,16756.43388068676,15282.435598015785,9109225420.0,17085.071511920294,-0.050760696997120824,-0.18404399943253713
Consumer Discretionary,2016-05-01,16825.08412671089,17625.10165953636,15490.209416031837,16723.061965107918,15270.253614544868,9745833334.0,17104.75232335859,-0.050760696997120824,-0.18404399943253713
Consumer Discretionary,2016-06-01,16755.831037163734,17537.21787214279,15488.508933663368,16583.111419558525,15158.946978449821,10557167891.0,17196.18812034395,-0.05145843853660015,-0.18657381385772664
Consumer Discretionary,2016-07-01,16594.14808821678,18094.85491013527,16057.951532244682,17361.287254214287,15883.122435450554,8721913287.0,17219.635520205233,-0.05163287392146998,-0.18720626746402402
Consumer Discretionary,2016-08-01,17317.5905803442,18240.094146490097,16345.770010709763,17284.20995616913,15823.88702750206,9805367455.0,17239.74075971577,-0.05163287392146998,-0.18720626746402402
Consumer Discretionary,2016-09-01,17283.600967645645,17936.49556326866,16281.043230772018,17058.395805120468,15638.307408571243,10244041637.0,17267.021365687582,-0.05163287392146998,-0.18720626746402402
Consumer Discretionary,2016-10-01,17075.63610482216,17651.24105989933,15790.020782828331,16354.246580123901,14994.61690568924,9531992110.0,17316.993333102266,-0.05198174469120964,-0.18847117467661878
Consumer Discretionary,2016-11-01,16472.200282216072,18508.229806900024,15669.3550760746,17722.45405960083,16255.66039443016,11051291205.0,17557.25933885028,-0.052679486230688966,-0.1910009891018083
Consumer Discretionary,2016-12-01,17702.29704642296,19042.35648417473,17019.26306295395,17888.66560816765,16440.041306257248,9447646726.0,17705.390137081842,-0.0528539216155588,-0.19163344270810567
Consumer Discretionary,2017-01-01,18002.561186552048,19180.22983121872,17096.140354394913,18141.525105714798,16706.11563563347,9436011271.0,17740.611369413964,-0.0528539216155588,-0.19163344270810567
Consumer Discretionary,2017-02-01,18254.058626174927,19266.822874307632,17428.049559354782,18468.24406170845,17024.35152363777,9567557775.0,17801.847723465828,-0.05320279238529846,-0.19289834992070043
Consumer Discretionary,2017-03-01,18649.175461530685,19519.719593286514,17594.42793560028,18736.19748687744,17300.405046224594,10913404216.0,17840.295112928747,-0.05320279238529846,-0.19289834992070043
Consumer Discretionary,2017-04-01,18836.586904525757,19743.55349969864,17921.414090394974,18994.202462673187,17561.682367563248,8710162374.0,17901.91232901679,-0.05337722777016829,-0.1935308035269978
